OFFENSE,SHIFT,VOTING_PRECINCT,WARD,BLOCK,LATITUDE,LONGITUDE
THEFT/OTHER,MIDNIGHT,Precinct 134,8,2300 2399  BLOCK OF AINGER PLACE SE,38.85748347881611,-76.9726483717148
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 119,8,1100 - 1237 BLOCK OF SUMNER ROAD SE,38.8607657229656,-76.99756888842529
THEFT/OTHER,MIDNIGHT,Precinct 102,7,300 - 499 BLOCK OF 40TH STREET NE,38.8933460853051,-76.9469752559749
HOMICIDE,MIDNIGHT,Precinct 95,7,500 - 599 BLOCK OF 60TH STREET NE,38.896516187748794,-76.915041355695
BURGLARY,DAY,Precinct 85,6,600 - 699 BLOCK OF C STREET NE,38.8935742900177,-76.9973141730032
ASSAULT W/DANGEROUS WEAPON,DAY,Precinct 82,6,1200 - 1299 BLOCK OF LINDEN PLACE NE,38.899546374268105,-76.9892788488133
THEFT/OTHER,DAY,Precinct 76,5,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,38.915139541882894,-76.9865668043287
THEFT/OTHER,DAY,Precinct 72,5,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,38.921581102295704,-76.9937613602702
THEFT/OTHER,DAY,Precinct 37,1,2818 - 2899 BLOCK OF SHERMAN AVENUE NW,38.926605040321796,-77.0259019819134
THEFT/OTHER,DAY,Precinct 25,1,1847 - 1999 BLOCK OF CALVERT STREET NW,38.923229737168896,-77.0460240070625
THEFT F/AUTO,DAY,Precinct 143,2,400 - 499 BLOCK OF H STREET NW,38.899788770833396,-77.01756891396991
THEFT/OTHER,DAY,Precinct 123,8,2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.845289230747,-76.9972353540793
THEFT/OTHER,DAY,Precinct 142,6,1200 - 1399 BLOCK OF MARYLAND AVENUE SW,38.8842019810919,-77.02911376797451
THEFT/OTHER,DAY,Precinct 123,8,3026 3099  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.8441091433786,-76.9981914906886
ROBBERY,DAY,Precinct 16,2,1400 - 1499 BLOCK OF 14TH STREET NW,38.90923548104,-77.0319602890047
THEFT F/AUTO,EVENING,Precinct 11,3,2200 - 2299 BLOCK OF HALL PLACE NW,38.9195861781923,-77.07214018928909
ASSAULT W/DANGEROUS WEAPON,EVENING,Precinct 39,1,1400 - 1499 BLOCK OF PARK ROAD NW,38.9306297339488,-77.033815181807
THEFT/OTHER,EVENING,Precinct 85,6,600 - 699 BLOCK OF C STREET NE,38.8935742900177,-76.9973141730032
THEFT F/AUTO,EVENING,Precinct 14,2,1400 - 1499 BLOCK OF 22ND STREET NW,38.909094533872796,-77.04880506482449
THEFT F/AUTO,EVENING,Precinct 127,6,1200 - 1299 BLOCK OF HALF STREET SW,38.8755390515828,-77.0106599230748
THEFT/OTHER,EVENING,Precinct 128,6,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,38.8765259634546,-77.0090979380056
THEFT/OTHER,EVENING,Precinct 142,6,900 - 1199 BLOCK OF 4TH STREET SW,38.877862371248,-77.0176441877483
THEFT F/AUTO,EVENING,Precinct 32,3,4000 - 4099 BLOCK OF BRANDYWINE STREET NW,38.949678095117996,-77.0795769025976
THEFT F/AUTO,EVENING,Precinct 11,3,2200 - 2298 BLOCK OF WISCONSIN AVENUE NW,38.919658915929496,-77.07104478231142
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 126,8,2 - 199 BLOCK OF GALVESTON STREET SW,38.8235965573052,-77.0088902429937
THEFT F/AUTO,MIDNIGHT,Precinct 129,2,1200 - 1299 BLOCK OF L STREET NW,38.903732187941706,-77.0288565769137
THEFT F/AUTO,MIDNIGHT,Precinct 6,2,1000 - 1039 BLOCK OF POTOMAC STREET NW,38.9035284884474,-77.06501070058971
THEFT/OTHER,MIDNIGHT,Precinct 124,8,3846 3999  BLOCK OF SOUTH CAPITOL STREET,38.832469944248,-77.00825789685442
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1600 - 1630 BLOCK OF VERMONT AVENUE NW,38.9115154806729,-77.0285253543691
THEFT F/AUTO,MIDNIGHT,Precinct 16,2,1600 - 1630 BLOCK OF VERMONT AVENUE NW,38.9115154806729,-77.0285253543691
THEFT/OTHER,MIDNIGHT,Precinct 6,2,3500 - 3599 BLOCK OF S STREET NW,38.9145426667666,-77.0702440780548
THEFT/OTHER,MIDNIGHT,Precinct 16,2,1400 - 1499 BLOCK OF P STREET NW,38.9096495011476,-77.0332633366381
ROBBERY,MIDNIGHT,Precinct 117,8,3100 3199  BLOCK OF STANTON ROAD SE,38.8503504624034,-76.9810147519082
THEFT/OTHER,MIDNIGHT,Precinct 128,6,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,38.8765259634546,-77.0090979380056
THEFT/OTHER,MIDNIGHT,Precinct 41,1,3523 - 3599 BLOCK OF 14TH STREET NW,38.9359269245558,-77.032733497902
ROBBERY,MIDNIGHT,Precinct 41,1,1498 - 1589 BLOCK OF SPRING PLACE NW,38.9367279248508,-77.03527137473759
THEFT/OTHER,MIDNIGHT,Precinct 25,1,2400 - 2499 BLOCK OF 18TH STREET NW,38.9216186302989,-77.0423674218744
THEFT F/AUTO,DAY,Precinct 53,4,5600  - 5699 BLOCK OF COLORADO AVENUE NW,38.9578082581141,-77.03193591883371
THEFT F/AUTO,DAY,Precinct 14,2,1721 - 1799 BLOCK OF 19TH STREET NW,38.9137179324664,-77.04343505680079
THEFT/OTHER,DAY,Precinct 35,1,2700 - 2899 BLOCK OF 16TH STREET NW,38.9255122083095,-77.0364882528428
THEFT F/AUTO,EVENING,Precinct 53,4,1400  - 1599 BLOCK OF KENNEDY STREET NW,38.9562129414529,-77.0349233609301
THEFT F/AUTO,EVENING,Precinct 16,2,1700 - 1799 BLOCK OF 15TH STREET NW,38.9133425454061,-77.0345564582626
THEFT F/AUTO,EVENING,Precinct 86,6,1600 - 1699 BLOCK OF A STREET NE,38.890924394791604,-76.9814996040939
THEFT/OTHER,EVENING,Precinct 129,2,500 - 599 BLOCK OF 12TH STREET NW,38.896732879504704,-77.02809291973621
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,38.90048017192821,-77.02885526138571
THEFT/OTHER,EVENING,Precinct 137,1,1900 - 1999 BLOCK OF 7TH STREET NW,38.9159129746927,-77.0219199846024
THEFT/OTHER,EVENING,Precinct 129,2,1000 - 1099 BLOCK OF F STREET NW,38.8973458172963,-77.02651385738599
THEFT/OTHER,MIDNIGHT,Precinct 67,5,1700 - 1799 BLOCK OF BUNKER HILL ROAD NE,38.942010603346205,-76.9812556474867
THEFT/OTHER,EVENING,Precinct 60,4,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,38.9619710920902,-77.0279570992068
THEFT/OTHER,EVENING,Precinct 129,2,1100 - 1199 BLOCK OF F STREET NW,38.8973455744946,-77.0275628838548
THEFT F/AUTO,EVENING,Precinct 8,3,4827 - 4899 BLOCK OF V STREET NW,38.918100334563206,-77.09638863936999
THEFT/OTHER,EVENING,Precinct 77,5,1200 - 1299 BLOCK OF MORSE STREET NE,38.9030415097046,-76.988171569784
THEFT/OTHER,EVENING,Precinct 33,3,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,38.944868274789904,-77.0639179251835
THEFT/OTHER,EVENING,Precinct 129,2,600 - 699 BLOCK OF 13TH STREET NW,38.8978225125861,-77.029626551764
MOTOR VEHICLE THEFT,EVENING,Precinct 25,1,2300 - 2399 BLOCK OF 18TH STREET NW,38.920123431494105,-77.0418591499131
THEFT/OTHER,EVENING,Precinct 129,2,600 - 699 BLOCK OF 13TH STREET NW,38.8978225125861,-77.029626551764
THEFT F/AUTO,EVENING,Precinct 32,3,4700 - 4799 BLOCK OF 41ST STREET NW,38.9514071780467,-77.0803171695827
THEFT F/AUTO,EVENING,Precinct 8,3,5300 - 5399 BLOCK OF DANA PLACE NW,38.9246717601184,-77.101875311284
THEFT/OTHER,EVENING,Precinct 17,2,1300 - 1399 BLOCK OF 14TH STREET NW,38.9080373713046,-77.0319597521504
BURGLARY,EVENING,Precinct 106,7,1100 - 1199 BLOCK OF 46TH PLACE SE,38.877339953532,-76.9328926442295
MOTOR VEHICLE THEFT,EVENING,Precinct 105,7,5300 - 5399 BLOCK OF C STREET SE,38.8845508896406,-76.92502533457541
THEFT F/AUTO,EVENING,Precinct 99,7,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,38.8966524620029,-76.9476529299575
THEFT/OTHER,MIDNIGHT,Precinct 36,1,3000 - 3099 BLOCK OF 14TH STREET NW,38.928170812833,-77.0325915444334
THEFT/OTHER,EVENING,Precinct 77,5,1418 - 1499 BLOCK OF MONTELLO AVENUE NE,38.906248437433604,-76.98773292826971
THEFT/OTHER,EVENING,Precinct 68,5,290 - 399 BLOCK OF TAYLOR STREET NE,38.9407419297541,-77.0013380345745
THEFT/OTHER,EVENING,Precinct 74,5,600 - 622 BLOCK OF EDGEWOOD STREET NE,38.9242387048119,-76.99791268784959
THEFT F/AUTO,EVENING,Precinct 110,7,1562 - 1699 BLOCK OF FORT DUPONT STREET SE,38.86586994281279,-76.94578578821891
THEFT/OTHER,EVENING,Precinct 123,8,3026 3099  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,38.8441091433786,-76.9981914906886
THEFT F/AUTO,EVENING,Precinct 129,2,700 - 799 BLOCK OF 8TH STREET NW,38.8991302291991,-77.02294082427521
MOTOR VEHICLE THEFT,EVENING,Precinct 54,4,1204  - 1299 BLOCK OF FARRAGUT STREET NW,38.950800622045996,-77.0288756308911
THEFT F/AUTO,EVENING,Precinct 5,2,3100 - 3199 BLOCK OF DUMBARTON STREET NW,38.9076197297035,-77.06235113185929
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
THEFT/OTHER,EVENING,Precinct 6,2,3200 - 3275 BLOCK OF M STREET NW,38.905150551445,-77.06399762448541
THEFT/OTHER,EVENING,Precinct 6,2,1224 - 1299 BLOCK OF WISCONSIN AVENUE NW,38.9064303563484,-77.062857378507
THEFT F/AUTO,EVENING,Precinct 133,8,2200 - 2235 BLOCK OF RIDGE PLACE SE,38.8688523038037,-76.9735312979937
THEFT/OTHER,EVENING,Precinct 129,2,1200 - 1299 BLOCK OF G STREET NW,38.898309157411795,-77.02885438321908
THEFT F/AUTO,EVENING,Precinct 72,5,2500 - 2599 BLOCK OF 24TH STREET NE,38.9228391209621,-76.9721735610783
THEFT F/AUTO,EVENING,Precinct 67,5,1509 - 1599 BLOCK OF GALLATIN STREET NE,38.9501273526218,-76.98314546631529
THEFT/OTHER,EVENING,Precinct 72,5,1220 - 1281 BLOCK OF BRENTWOOD ROAD NE,38.9225896330627,-76.98847968716491
THEFT F/AUTO,EVENING,Precinct 5,2,3000 - 3099 BLOCK OF N STREET NW,38.9068281201049,-77.06020599025679
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 76,5,2032 - 2099 BLOCK OF WEST VIRGINIA AVENUE NE,38.914481201492706,-76.9812513522629
THEFT/OTHER,MIDNIGHT,Precinct 29,3,3400 - 3421 BLOCK OF WISCONSIN AVENUE NW,38.935071128039105,-77.0726979486368
ROBBERY,MIDNIGHT,Precinct 141,2,1921 - 1999 BLOCK OF 14TH STREET NW,38.9166403370442,-77.03195207652459
BURGLARY,MIDNIGHT,Precinct 45,4,4000  - 4099 BLOCK OF 5TH STREET NW,38.9404430993285,-77.0191245865685
ROBBERY,MIDNIGHT,Precinct 137,1,1900 - 1999 BLOCK OF 7TH STREET NW,38.9159129746927,-77.0219199846024
ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,Precinct 78,5,1100 - 1199 BLOCK OF 21ST STREET NE,38.904750841196105,-76.97417512777841
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1800 - 1824 BLOCK OF 10TH STREET NW,38.9144527902468,-77.0259898126928
THEFT F/AUTO,MIDNIGHT,Precinct 17,2,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,38.9060615912369,-77.0413666724117
THEFT/OTHER,MIDNIGHT,Precinct 80,7,1920 - 2099 BLOCK OF BENNING ROAD NE,38.89860728622121,-76.9748344460402
THEFT/OTHER,DAY,Precinct 115,8,3000 - 3199 BLOCK OF NAYLOR ROAD SE,38.8531300750886,-76.96404413367449
THEFT F/AUTO,DAY,Precinct 89,6,700 - 799 BLOCK OF A STREET SE,38.8886736823004,-76.9955738767155
THEFT/OTHER,DAY,Precinct 83,6,1000 - 1099 BLOCK OF 4TH STREET NE,38.9031141738994,-77.00057643480659
THEFT F/AUTO,DAY,Precinct 83,6,1 - 99 BLOCK OF M STREET NE,38.9056362741086,-77.0074823883569
THEFT F/AUTO,DAY,Precinct 73,5,1200 - 1299 BLOCK OF LAWRENCE STREET NE,38.931607075232,-76.9897699601751
THEFT/OTHER,DAY,Precinct 22,1,1000 - 1099 BLOCK OF U STREET NW,38.9169930207981,-77.0265211616624
ROBBERY,EVENING,Precinct 54,4,5600  - 5699 BLOCK OF GEORGIA AVENUE NW,38.9578092110584,-77.0282323678044
THEFT/OTHER,EVENING,Precinct 6,2,3200 - 3247 BLOCK OF O STREET NW,38.907834797656996,-77.0644381524708
THEFT/OTHER,EVENING,Precinct 131,6,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,38.876998817000604,-77.0043562522648
THEFT/OTHER,EVENING,Precinct 128,6,350 - 399 BLOCK OF I STREET SW,38.879276799603296,-77.0168954225703
THEFT/OTHER,EVENING,Precinct 129,2,1300 - 1399 BLOCK OF NEW YORK AVENUE NW,38.8996688305587,-77.0311490330435
THEFT F/AUTO,EVENING,Precinct 67,5,1000 - 1199 BLOCK OF VARNUM STREET NE,38.9428585718913,-76.9914409385114
THEFT/OTHER,EVENING,Precinct 114,8,1600 - 1699 BLOCK OF U STREET SE,38.8651062590285,-76.9809993041415
THEFT/OTHER,EVENING,Precinct 77,5,1200 - 1299 BLOCK OF NEAL STREET NE,38.9039602957631,-76.98753733161159
THEFT/OTHER,EVENING,Precinct 83,6,1151 - 1199 BLOCK OF 1ST STREET NE,38.9051589226356,-77.0058913326057
MOTOR VEHICLE THEFT,EVENING,Precinct 114,8,2200 2299  BLOCK OF GOOD HOPE ROAD SE,38.864393647418105,-76.97587200725309
THEFT/OTHER,EVENING,Precinct 64,4,6250  - 6599 BLOCK OF CHILLUM PLACE NW,38.9671355777116,-77.0116775213839
THEFT F/AUTO,EVENING,Precinct 70,5,3400 - 3499 BLOCK OF 18TH STREET NE,38.9326146703269,-76.97958576495641
THEFT/OTHER,EVENING,Precinct 131,6,400 - 499 BLOCK OF M STREET SE,38.876476411308495,-77.0000576219626
THEFT F/AUTO,EVENING,Precinct 37,1,400 - 499 BLOCK OF V STREET NW,38.918309808229296,-77.0183345327563
THEFT/OTHER,EVENING,Precinct 6,2,3810 - 3899 BLOCK OF RESERVOIR ROAD NW,38.912602944888604,-77.0749580331768
THEFT/OTHER,EVENING,Precinct 47,4,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,38.938144962308996,-77.0245912572209
THEFT/OTHER,EVENING,Precinct 6,2,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,38.905592592519604,-77.0628335820436
THEFT F/AUTO,EVENING,Precinct 128,6,300 - 399 BLOCK OF D STREET SW,38.8850692660878,-77.0163781340813
THEFT/OTHER,EVENING,Precinct 83,6,1200 - 1229 BLOCK OF 1ST STREET NE,38.9060417408735,-77.0058914055214
THEFT/OTHER,EVENING,Precinct 139,5,2400 BLOCK OF MARKET STREET NE,38.9205357239627,-76.9526631389814
BURGLARY,EVENING,Precinct 113,7,2000 - 2199 BLOCK OF 32ND PLACE SE,38.8642543293922,-76.9604896240458
THEFT F/AUTO,DAY,Precinct 16,2,1300 - 1399 BLOCK OF CORCORAN STREET NW,38.911866232319205,-77.03078539649309
THEFT F/AUTO,EVENING,Precinct 83,6,700 - 799 BLOCK OF 3RD STREET NE,38.8995558567608,-77.002040477428
THEFT/OTHER,EVENING,Precinct 42,1,3600 - 3699 BLOCK OF 10TH STREET NW,38.9350905694027,-77.027208391561
THEFT F/AUTO,EVENING,Precinct 54,4,1300  - 1399 BLOCK OF JEFFERSON STREET NW,38.955150920962296,-77.0315655406087
THEFT/OTHER,EVENING,Precinct 127,6,1300 - 1399 BLOCK OF HALF STREET SW,38.8737914233454,-77.01064813805542
HOMICIDE,MIDNIGHT,Precinct 41,1,1330 - 1399 BLOCK OF MONROE STREET NW,38.9316572473961,-77.0317973395203
THEFT/OTHER,EVENING,Precinct 143,2,400 - 499 BLOCK OF 8TH STREET NW,38.895463821120295,-77.0229627001747
THEFT/OTHER,EVENING,Precinct 127,6,100 - 299 BLOCK OF N STREET SW,38.8746560531258,-77.01243450236
MOTOR VEHICLE THEFT,EVENING,Precinct 69,5,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,38.9345299173892,-76.964787381483
THEFT/OTHER,EVENING,Precinct 83,6,1200 - 1229 BLOCK OF 1ST STREET NE,38.9060417408735,-77.0058914055214
THEFT/OTHER,EVENING,Precinct 111,7,1700 - 1799 BLOCK OF 29TH STREET SE,38.8690034414863,-76.9658107070512
THEFT/OTHER,EVENING,Precinct 20,1,300 - 399 BLOCK OF U STREET NW,38.9168236825881,-77.01667369929541
THEFT F/AUTO,EVENING,Precinct 114,8,1200 - 1299 BLOCK OF GOOD HOPE ROAD SE,38.867260182501,-76.98784333593841
THEFT/OTHER,EVENING,Precinct 26,3,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,38.92419116296679,-77.0519060012756
THEFT/OTHER,EVENING,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
THEFT/OTHER,EVENING,Precinct 99,7,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,38.8966524620029,-76.9476529299575
THEFT/OTHER,EVENING,Precinct 89,6,300 - 399 BLOCK OF PENNSYLVANIA AVENUE SE,38.8867639826187,-77.001313970179
THEFT F/AUTO,EVENING,Precinct 16,2,1500 - 1599 BLOCK OF KINGMAN PLACE NW,38.9103798258111,-77.0309000536323
THEFT/OTHER,EVENING,Precinct 53,4,5500  - 5599 BLOCK OF COLORADO AVENUE NW,38.956708994516795,-77.0328584155447
THEFT F/AUTO,EVENING,Precinct 108,7,1300 - 1399 BLOCK OF 34TH STREET SE,38.874387758785204,-76.95755690313271
THEFT F/AUTO,EVENING,Precinct 16,2,1416 - 1499 BLOCK OF S STREET NW,38.9140904264261,-77.03391111424109
THEFT F/AUTO,EVENING,Precinct 137,1,1800 - 1899 BLOCK OF VERMONT AVENUE NW,38.9149661487256,-77.0265088773286
THEFT F/AUTO,EVENING,Precinct 18,6,1500 - 1599 BLOCK OF 7TH STREET NW,38.910381855927604,-77.02191828472749
THEFT F/AUTO,EVENING,Precinct 22,1,1300 - 1399 BLOCK OF T STREET NW,38.91556865519561,-77.03079852538491
THEFT F/AUTO,MIDNIGHT,Precinct 22,1,1300 - 1399 BLOCK OF T STREET NW,38.91556865519561,-77.03079852538491
THEFT/OTHER,DAY,Precinct 116,8,3410 3499  BLOCK OF 19TH STREET SE,38.8454220479186,-76.97661565949691
THEFT F/AUTO,MIDNIGHT,Precinct 39,1,1300 - 1399 BLOCK OF KENYON STREET NW,38.929648513306205,-77.031358190248
THEFT/OTHER,MIDNIGHT,Precinct 22,1,1300 - 1399 BLOCK OF U STREET NW,38.91699197458279,-77.03078760910691
THEFT F/AUTO,EVENING,Precinct 18,6,400 - 499 BLOCK OF FRANKLIN STREET NW,38.910436732507,-77.0169489233113
THEFT/OTHER,DAY,Precinct 2,2,1900 - 1999 BLOCK OF PENNSYLVANIA AVENUE NW,38.9004483536036,-77.04418784260291
THEFT/OTHER,DAY,Precinct 33,3,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,38.944868274789904,-77.0639179251835
THEFT/OTHER,DAY,Precinct 1,6,400 497  BLOCK OF L STREET NW,38.903725423900795,-77.0175583547787
THEFT F/AUTO,DAY,Precinct 25,1,1800 - 1899 BLOCK OF WYOMING AVENUE NW,38.918735671064894,-77.04317289474758
MOTOR VEHICLE THEFT,DAY,Precinct 81,6,300 - 399 BLOCK OF 17TH PLACE NE,38.8940320138258,-76.9798734589643
THEFT/OTHER,DAY,Precinct 131,6,1200 - 1299 BLOCK OF 1ST STREET SE,38.8755574075773,-77.00586584025099
THEFT/OTHER,DAY,Precinct 31,3,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,38.9599074542529,-77.0852995777749
THEFT F/AUTO,DAY,Precinct 62,4,1200  - 1299 BLOCK OF HOLLY STREET NW,38.9803747198854,-77.0287837451005
THEFT/OTHER,DAY,Precinct 129,2,1000 - 1059 BLOCK OF MASSACHUSETTS AVENUE NW,38.9036877503071,-77.0262971676982
THEFT F/AUTO,DAY,Precinct 129,2,1100 - 1199 BLOCK OF 9TH STREET NW,38.904904369229,-77.02401487701941
THEFT F/AUTO,DAY,Precinct 48,4,4700  - 4799 BLOCK OF 16TH STREET NW,38.947744706275394,-77.036430417152
THEFT F/AUTO,DAY,Precinct 129,2,1100 - 1199 BLOCK OF 9TH STREET NW,38.904904369229,-77.02401487701941
THEFT F/AUTO,DAY,Precinct 129,2,700 - 799 BLOCK OF G STREET NW,38.89844569233421,-77.0224333746883
THEFT/OTHER,DAY,Precinct 126,8,4680 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,38.821623512978604,-77.011089465643
THEFT F/AUTO,DAY,Precinct 51,4,3100  - 3199 BLOCK OF OLIVER STREET NW,38.9667140341453,-77.0625989956344
THEFT/OTHER,DAY,Precinct 72,5,901 - 999 BLOCK OF BRENTWOOD ROAD NE,38.918247953051704,-76.99258547530141
ROBBERY,DAY,Precinct 55,4,4700  - 4714 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.9477312931329,-77.0158388069226
THEFT F/AUTO,DAY,Precinct 131,6,1400 - 1599 BLOCK OF 1ST STREET SE,38.87246752540771,-77.0058886337598
THEFT/OTHER,DAY,Precinct 1,6,400 - 471 BLOCK OF NEW YORK AVENUE NW,38.90451821201,-77.0172011533072
THEFT/OTHER,DAY,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
THEFT F/AUTO,DAY,Precinct 64,4,200 - 229 BLOCK OF RITTENHOUSE STREET NE,38.9654785726837,-77.00407319090641
THEFT/OTHER,EVENING,Precinct 129,2,1000 - 1099 BLOCK OF VERMONT AVENUE NW,38.903136419850995,-77.0334217012589
ROBBERY,DAY,Precinct 80,7,2300 - 2399 BLOCK OF BENNING ROAD NE,38.8982284373065,-76.9726212215389
THEFT/OTHER,DAY,Precinct 121,8,900 - 999 BLOCK OF BARNABY STREET SE,38.8329022309659,-76.9901987269555
THEFT/OTHER,DAY,Precinct 18,6,800 - 899 BLOCK OF P STREET NW,38.909642871851204,-77.0234630443724
THEFT/OTHER,EVENING,Precinct 90,6,700 - 799 BLOCK OF 8TH STREET SE,38.880268837053,-76.9949866228108
THEFT F/AUTO,EVENING,Precinct 129,2,600 - 699 BLOCK OF I STREET NW,38.9008602147904,-77.02091239417041
BURGLARY,EVENING,Precinct 71,5,2800 - 2999 BLOCK OF NEWTON STREET NE,38.93408928615921,-76.9674634187383
MOTOR VEHICLE THEFT,EVENING,Precinct 83,6,200 - 299 BLOCK OF PARKER STREET NE,38.9018439634783,-77.0028129517662
THEFT F/AUTO,EVENING,Precinct 33,3,3500 - 3599 BLOCK OF APPLETON STREET NW,38.9487845579023,-77.068028283058
THEFT/OTHER,EVENING,Precinct 41,1,3436 - 3473 BLOCK OF HOLMEAD PLACE NW,38.9335132053807,-77.030875478241
THEFT F/AUTO,EVENING,Precinct 6,2,3700 - 3799 BLOCK OF T STREET NW,38.9153604031607,-77.07353112706691
THEFT/OTHER,EVENING,Precinct 82,6,600 - 699 BLOCK OF 10TH STREET NE,38.8981143061302,-76.9926567352697
THEFT F/AUTO,EVENING,Precinct 56,4,5000  - 5099 BLOCK OF 7TH STREET NW,38.9514777232957,-77.0220808957749
BURGLARY,EVENING,Precinct 74,5,500 - 599 BLOCK OF EDGEWOOD STREET NE,38.9237072284236,-76.99900824581741
ROBBERY,EVENING,Precinct 22,1,1300 - 1399 BLOCK OF WALLACH PLACE NW,38.9162803134165,-77.03079883271229
THEFT/OTHER,EVENING,Precinct 69,5,3700 - 3799 BLOCK OF 24TH STREET NE,38.935621912416,-76.9721685722093
THEFT/OTHER,EVENING,Precinct 58,4,900  - 999 BLOCK OF MADISON STREET NW,38.9583770096635,-77.027055753911
THEFT F/AUTO,EVENING,Precinct 141,2,1400 - 1499 BLOCK OF SWANN STREET NW,38.914829298727796,-77.03325422189421
THEFT/OTHER,EVENING,Precinct 129,2,600 - 699 BLOCK OF 14TH STREET NW,38.8978309040274,-77.0319667073705
THEFT/OTHER,EVENING,Precinct 91,6,1201 - 1249 BLOCK OF PENNSYLVANIA AVENUE SE,38.881853929202705,-76.9892815071966
THEFT F/AUTO,EVENING,Precinct 56,4,700  - 719 BLOCK OF GALLATIN STREET NW,38.9520001149482,-77.02254252171309
THEFT/OTHER,MIDNIGHT,Precinct 15,2,1700 - 1723 BLOCK OF 17TH STREET NW,38.91297197465,-77.0384881077787
THEFT F/AUTO,MIDNIGHT,Precinct 69,5,1900 - 1999 BLOCK OF ALLISON STREET NE,38.9452530278197,-76.9780479228769
THEFT F/AUTO,EVENING,Precinct 76,5,900 - 1020 BLOCK OF MOUNT OLIVET ROAD NE,38.91177066641529,-76.9888734579324
MOTOR VEHICLE THEFT,MIDNIGHT,Precinct 37,1,2300 2349  BLOCK OF GEORGIA AVENUE NW,38.920471175861394,-77.02199057468529
ROBBERY,MIDNIGHT,Precinct 49,4,1000  - 1299 BLOCK OF QUEBEC PLACE NW,38.9369189573204,-77.0284547788969
THEFT/OTHER,MIDNIGHT,Precinct 124,8,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,38.832559973489204,-77.0090065320559
THEFT/OTHER,MIDNIGHT,Precinct 83,6,700 - 799 BLOCK OF H STREET NE,38.9001953841724,-76.9955731618235
BURGLARY,DAY,Precinct 125,8,600 - 898 BLOCK OF BRANDYWINE STREET SE,38.8300739230089,-76.99618790496879
THEFT/OTHER,EVENING,Precinct 113,7,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,38.860310329559105,-76.96583791471281
ROBBERY,EVENING,Precinct 127,6,1300 - 1359 BLOCK OF CANAL STREET SW,38.8739983861927,-77.0129299194378
THEFT/OTHER,MIDNIGHT,Precinct 115,8,3000 - 3199 BLOCK OF NAYLOR ROAD SE,38.8531300750886,-76.96404413367449
THEFT/OTHER,MIDNIGHT,Precinct 66,5,5200 - 5299 BLOCK OF 3RD STREET NE,38.95341657711779,-77.00148825130908
THEFT/OTHER,MIDNIGHT,Precinct 66,5,5500 - 5599 BLOCK OF SOUTH DAKOTA AVENUE NE,38.9560469933876,-77.00126909833659
BURGLARY,MIDNIGHT,Precinct 36,1,2700 - 2799 BLOCK OF 11TH STREET NW,38.925253534404504,-77.0270431863156
THEFT/OTHER,MIDNIGHT,Precinct 115,8,2900 - 2999 BLOCK OF KNOX PLACE SE,38.8545642444446,-76.9705757363437
THEFT F/AUTO,MIDNIGHT,Precinct 137,1,1800 - 1827 BLOCK OF 9TH STREET NW,38.914453221641104,-77.0239719701891
BURGLARY,MIDNIGHT,Precinct 39,1,3100 - 3299 BLOCK OF 14TH STREET NW,38.9295130123787,-77.0327305534988
ROBBERY,MIDNIGHT,Precinct 96,7,5200 - 5299 BLOCK OF BLAINE STREET NE,38.8918578937729,-76.92693111784351
